Date,Scope,Country,State,"# Players",Rank,Faction,"Ship Points","# Ships","# Uniques","# Large","# Small",Skill,Attack,Agility,Hull,Shields,List
"2016-05-21","Regional","United States of America","Oregon",59,29,imperial,93,5,2,0,5,20,10,15,15,4,"Darth Vader, Juno Eclipse, Academy Pilot, Academy Pilot, Academy Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,30,scum,75,3,3,1,2,16,6,5,13,9,"Palob Godalhi, Zuckuss, Manaroo"
"2016-05-21","Regional","United States of America","Oregon",59,31,imperial,86,4,1,0,4,10,12,11,11,4,"Alpha Squadron Pilot, Alpha Squadron Pilot, Sigma Squadron Pilot, Commander Alozen"
"2016-05-21","Regional","United States of America","Oregon",59,32,rebel,78,2,2,2,0,12,8,0,20,12,"Kanan Jarrus, Hera Syndulla (VCX-100)"
"2016-05-21","Regional","United States of America","Oregon",59,33,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","United States of America","Oregon",59,34,scum,80,3,2,1,2,15,8,3,15,13,"Syndicate Thug, 4-LOM, Bossk"
"2016-05-21","Regional","United States of America","Oregon",59,35,scum,83,3,2,2,1,13,8,5,14,12,"Kath Scarlet (Firespray-31), Latts Razzi, Binayre Pirate"
"2016-05-21","Regional","United States of America","Oregon",59,36,rebel,80,3,3,0,3,17,9,4,9,12,"Nera Dantels, Keyan Farlander, Biggs Darklighter"
"2016-05-21","Regional","United States of America","Oregon",59,37,imperial,75,4,1,0,4,17,8,12,9,6,"The Inquisitor, Baron of the Empire, Baron of the Empire, Academy Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,38,rebel,70,3,2,0,3,16,6,5,12,7,"Gold Squadron Pilot, Kyle Katarn, Poe Dameron (Resistance)"
"2016-05-21","Regional","United States of America","Oregon",59,39,rebel,99,6,0,0,6,12,15,12,15,12,"Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Rookie Pilot, Rookie Pilot, Rookie Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,40,scum,74,4,0,2,2,8,8,8,14,12,"Contracted Scout, Contracted Scout, Binayre Pirate, Binayre Pirate"
"2016-05-21","Regional","United States of America","Oregon",59,41,scum,81,4,2,0,4,13,10,8,12,9,"Guri, 4-LOM, Binayre Pirate, Binayre Pirate"
"2016-05-21","Regional","United States of America","Oregon",59,42,scum,69,3,2,1,2,13,7,5,13,9,"Emon Azzameen, Kaa'to Leeachos, Syndicate Thug"
"2016-05-21","Regional","United States of America","Oregon",59,43,imperial,75,3,3,0,3,25,6,9,8,5,"""Omega Leader"", Darth Vader, The Inquisitor"
"2016-05-21","Regional","United States of America","Oregon",59,44,imperial,80,3,3,1,2,23,7,8,12,6,"Boba Fett (Firespray-31), ""Omega Leader"", ""Zeta Leader"""
"2016-05-21","Regional","United States of America","Oregon",59,45,imperial,84,4,3,0,4,25,9,12,11,3,"Carnor Jax, The Inquisitor, ""Omega Leader"", Academy Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,46,rebel,95,5,0,0,5,15,10,15,10,10,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,47,imperial,76,3,2,1,2,16,9,6,9,9,"The Inquisitor, ""Echo"", Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,48,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","United States of America","Oregon",59,49,imperial,83,3,2,0,3,15,9,8,7,7,"""Whisper"", Colonel Vessery, Sienar Test Pilot"
"2016-05-21","Regional","United States of America","Oregon",59,50,scum,71,3,1,1,2,11,7,3,16,12,"Bossk, Syndicate Thug, Syndicate Thug"
"2016-05-21","Regional","United States of America","Oregon",59,51,imperial,75,3,3,0,3,25,6,9,8,5,"Darth Vader, The Inquisitor, ""Omega Leader"""
"2016-05-21","Other","United States of America","New York",15,1,scum,82,3,3,2,1,16,6,5,15,11,"Palob Godalhi, Bossk, Manaroo"
"2016-05-21","Other","United States of America","New York",15,2,rebel,73,3,1,1,2,9,9,3,17,11,"Gold Squadron Pilot, Ezra Bridger, Lothal Rebel"
"2016-05-21","Other","United States of America","New York",15,3,imperial,69,2,2,1,1,11,5,1,18,7,"""Redline"", Captain Oicunn"
"2016-05-21","Other","United States of America","New York",15,4,rebel,85,3,3,0,3,22,9,6,9,7,"Poe Dameron (Resistance), Wedge Antilles, Biggs Darklighter"
"2016-05-21","Other","United States of America","New York",15,5,imperial,77,3,3,1,2,22,9,7,11,5,"Captain Kagi, Carnor Jax, Kir Kanos"
"2016-05-21","Other","United States of America","New York",15,6,rebel,73,3,0,0,3,10,6,3,15,12,"Guardian Squadron Pilot, Guardian Squadron Pilot, Warden Squadron Pilot"
"2016-05-21","Other","United States of America","New York",15,7,imperial,82,2,1,2,0,7,6,0,24,8,"Captain Oicunn, Patrol Leader"
"2016-05-21","Other","United States of America","New York",15,8,imperial,84,4,3,0,4,25,9,12,11,3,"The Inquisitor, Carnor Jax, ""Omega Leader"", Academy Pilot"
"2016-05-21","Other","United States of America","New York",15,9,rebel,86,3,2,1,2,15,10,4,15,11,"Ezra Bridger, Poe Dameron (Resistance), Lothal Rebel"
"2016-05-21","Other","United States of America","New York",15,10,rebel,95,5,0,0,5,15,10,15,10,10,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2016-05-21","Other","United States of America","New York",15,11,scum,67,2,2,2,0,11,6,2,12,12,"Moralo Eval, Latts Razzi"
"2016-05-21","Other","United States of America","New York",15,12,scum,71,3,2,1,2,15,7,4,13,11,"Kavil, Binayre Pirate, Bossk"
"2016-05-21","Other","United States of America","New York",15,13,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Other","United States of America","New York",15,14,rebel,74,3,3,0,3,21,6,7,9,5,"Kyle Katarn, Jake Farrell, Wes Janson"
"2016-05-22","Other","Czeck Republic","Ostravsky",6,1,imperial,78,2,2,1,1,15,7,2,14,6,"Rear Admiral Chiraneau, ""Whisper"""
"2016-05-22","Other","Czeck Republic","Ostravsky",6,2,imperial,72,3,3,0,3,24,7,9,8,3,"The Inquisitor, Carnor Jax, ""Omega Leader"""
"2016-05-22","Other","Czeck Republic","Ostravsky",6,3,rebel,85,3,3,1,2,16,10,4,15,10,"Hera Syndulla (VCX-100), Biggs Darklighter, Ezra Bridger"
"2016-05-22","Other","Czeck Republic","Ostravsky",6,4,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-22","Other","Czeck Republic","Ostravsky",6,5,imperial,78,2,2,1,1,15,7,2,14,6,"Rear Admiral Chiraneau, ""Whisper"""
"2016-05-22","Other","Czeck Republic","Ostravsky",6,6,imperial,88,4,4,0,4,26,10,12,12,2,"Carnor Jax, Kir Kanos, ""Zeta Ace"", ""Omega Ace"""
"2016-05-21","Other","United States of America","Michigan",4,1,scum,87,3,2,1,2,16,9,6,14,8,"Trandoshan Slaver, Talonbane Cobra, Guri"
"2016-05-21","Other","United States of America","Michigan",4,2,rebel,82,3,3,0,3,22,9,6,9,6,"Biggs Darklighter, Luke Skywalker, Wedge Antilles"
"2016-05-21","Other","United States of America","Michigan",4,3,rebel,94,4,1,1,3,11,12,4,18,18,"Blue Squadron Pilot, Kanan Jarrus, Bandit Squadron Pilot, Blue Squadron Pilot"
"2016-05-21","Other","United States of America","Michigan",4,4,rebel,75,2,2,1,1,18,6,3,11,7,"Han Solo (Rebel Alliance), Wedge Antilles"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,69,3,0,0,3,6,6,3,15,12,"Warden Squadron Pilot, Warden Squadron Pilot, Warden Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,71,2,1,2,0,10,6,2,15,11,"Lothal Rebel, Dash Rendar"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,scum,68,2,2,2,0,16,5,3,11,10,"Dengar, Bossk"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,imperial,81,3,3,0,3,26,7,9,8,4,"Darth Vader, The Inquisitor, Soontir Fel"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,82,3,3,1,2,13,10,4,15,10,"""Chopper"", Biggs Darklighter, Ezra Bridger"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,imperial,84,3,1,1,2,11,9,5,17,6,"""Whisper"", Patrol Leader, Academy Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,88,3,2,0,3,18,9,6,8,11,"Poe Dameron (Resistance), Corran Horn, Blue Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,imperial,77,3,2,1,2,20,8,7,11,7,"Soontir Fel, Omicron Group Pilot, Darth Vader"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,scum,77,3,3,1,2,21,5,5,14,8,"Kavil, Dace Bonearm, Tel Trevura"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,82,3,3,1,2,13,10,4,15,10,"""Chopper"", Biggs Darklighter, Ezra Bridger"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,imperial,73,3,2,1,2,19,8,7,10,7,"The Inquisitor, Omicron Group Pilot, Soontir Fel"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,85,3,3,0,3,20,9,4,9,12,"Ten Numb, Keyan Farlander, Biggs Darklighter"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,imperial,76,3,3,0,3,23,6,9,7,6,"Darth Vader, The Inquisitor, Valen Rudor"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,79,4,2,0,4,19,9,9,9,9,"Poe Dameron (Resistance), Jake Farrell, Bandit Squadron Pilot, Bandit Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,74,3,1,1,2,13,6,8,9,9,"Green Squadron Pilot, Green Squadron Pilot, Dash Rendar"
"2016-05-21","Regional","United States of America","Massachusetts",92,0,imperial,83,4,4,0,4,26,8,12,11,4,"The Inquisitor, Maarek Stele (TIE Advanced), ""Wampa"", ""Scourge"""
"2016-05-21","Regional","United States of America","Massachusetts",92,0,rebel,71,2,2,1,1,15,5,5,7,8,"Dash Rendar, Corran Horn"
"2016-05-21","Regional","United States of America","Massachusetts",92,1,rebel,88,3,0,2,1,8,10,1,25,15,"Lothal Rebel, Lothal Rebel, Gold Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,2,imperial,78,3,3,0,3,25,8,9,8,2,"The Inquisitor, Carnor Jax, Soontir Fel"
"2016-05-21","Regional","United States of America","Massachusetts",92,3,imperial,75,3,2,1,2,19,7,7,10,9,"Omicron Group Pilot, Darth Vader, The Inquisitor"
"2016-05-21","Regional","United States of America","Massachusetts",92,4,scum,82,5,1,1,4,19,10,10,13,12,"Tel Trevura, Black Sun Soldier, Black Sun Soldier, Black Sun Soldier, Black Sun Soldier"
"2016-05-21","Regional","United States of America","Massachusetts",92,5,imperial,78,2,2,1,1,15,7,2,14,6,"""Whisper"", Rear Admiral Chiraneau"
"2016-05-21","Regional","United States of America","Massachusetts",92,6,imperial,73,3,3,0,3,25,7,9,8,3,"Soontir Fel, ""Omega Leader"", The Inquisitor"
"2016-05-21","Regional","United States of America","Massachusetts",92,7,imperial,74,3,2,1,2,17,9,6,10,8,"""Whisper"", ""Omega Leader"", Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,8,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","Massachusetts",92,9,imperial,78,3,1,1,2,12,7,4,24,4,"Captain Oicunn, Gamma Squadron Pilot, Gamma Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,10,imperial,78,4,1,0,4,18,8,10,16,4,"Baron of the Empire, Baron of the Empire, Captain Jonus, Gamma Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,11,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2016-05-21","Regional","United States of America","Massachusetts",92,12,imperial,73,3,2,1,2,19,8,7,10,7,"Omicron Group Pilot, Soontir Fel, The Inquisitor"
"2016-05-21","Regional","United States of America","Massachusetts",92,13,scum,65,2,2,2,0,14,5,3,11,10,"Tel Trevura, Bossk"
"2016-05-21","Regional","United States of America","Massachusetts",92,14,scum,75,3,3,1,2,16,6,5,13,9,"Zuckuss, Palob Godalhi, Manaroo"
"2016-05-21","Regional","United States of America","Massachusetts",92,15,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,16,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","Massachusetts",92,17,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","Massachusetts",92,18,imperial,73,3,2,1,2,19,8,7,10,7,"Omicron Group Pilot, Soontir Fel, The Inquisitor"
"2016-05-21","Regional","United States of America","Massachusetts",92,19,rebel,87,3,3,1,2,17,10,3,15,13,"Hera Syndulla (VCX-100), Keyan Farlander, ""Zeb"" Orrelios (Attack Shuttle)"
"2016-05-21","Regional","United States of America","Massachusetts",92,20,imperial,88,5,1,0,5,23,12,14,14,2,"""Whisper"", Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,21,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,22,scum,78,3,1,2,1,13,7,5,14,12,"Contracted Scout, Contracted Scout, Zuckuss"
"2016-05-21","Regional","United States of America","Massachusetts",92,23,scum,72,3,1,1,2,10,7,5,14,10,"IG-88B, Syndicate Thug, Syndicate Thug"
"2016-05-21","Regional","United States of America","Massachusetts",92,24,rebel,95,5,0,0,5,15,10,15,10,10,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,25,scum,75,3,1,1,2,12,7,4,16,10,"Boba Fett (Firespray-31), Syndicate Thug, Syndicate Thug"
"2016-05-21","Regional","United States of America","Massachusetts",92,26,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","Massachusetts",92,27,imperial,79,4,2,1,3,14,11,9,13,7,"""Whisper"", Academy Pilot, ""Wampa"", Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,28,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","Massachusetts",92,29,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,30,scum,79,3,0,2,1,10,8,4,15,14,"Trandoshan Slaver, Gand Findsman, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,31,imperial,81,4,3,1,3,22,9,10,13,8,"Omicron Group Pilot, ""Wampa"", The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","Massachusetts",92,32,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","United States of America","Massachusetts",92,33,imperial,73,3,2,1,2,19,8,7,10,7,"Soontir Fel, The Inquisitor, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,34,imperial,75,3,3,0,3,25,6,9,8,5,"Darth Vader, The Inquisitor, ""Omega Leader"""
"2016-05-21","Regional","United States of America","Massachusetts",92,35,scum,71,3,1,1,2,11,7,3,16,12,"Bossk, Syndicate Thug, Syndicate Thug"
"2016-05-21","Regional","United States of America","Massachusetts",92,36,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","United States of America","Massachusetts",92,37,imperial,73,3,2,1,2,19,8,7,10,7,"Soontir Fel, The Inquisitor, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,38,rebel,82,6,1,0,6,26,12,12,12,12,"Lieutenant Blount, Tala Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,39,rebel,77,3,3,0,3,17,8,3,11,13,"Nera Dantels, Ibtisam, ""Dutch"" Vander"
"2016-05-21","Regional","United States of America","Massachusetts",92,40,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,41,imperial,76,3,2,1,2,16,9,6,9,9,"""Echo"", Omicron Group Pilot, The Inquisitor"
"2016-05-21","Regional","United States of America","Massachusetts",92,42,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,43,scum,80,4,2,0,4,15,7,7,17,6,"Black Sun Ace, Palob Godalhi, Torkil Mux, Syndicate Thug"
"2016-05-21","Regional","United States of America","Massachusetts",92,44,scum,72,2,2,2,0,17,5,4,11,8,"Dengar, Boba Fett (Firespray-31)"
"2016-05-21","Regional","United States of America","Massachusetts",92,45,imperial,85,3,3,1,2,20,7,6,17,6,"""Wampa"", The Inquisitor, Rear Admiral Chiraneau"
"2016-05-21","Regional","United States of America","Massachusetts",92,47,imperial,78,3,3,0,3,25,8,9,8,2,"The Inquisitor, Carnor Jax, Soontir Fel"
"2016-05-21","Regional","United States of America","Massachusetts",92,48,scum,77,3,1,2,1,12,7,5,14,12,"Contracted Scout, Contracted Scout, 4-LOM"
"2016-05-21","Regional","United States of America","Massachusetts",92,49,scum,69,2,2,2,0,15,5,5,9,8,"Dengar, IG-88B"
"2016-05-21","Regional","United States of America","Massachusetts",92,50,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-05-21","Regional","United States of America","Massachusetts",92,51,rebel,71,2,1,2,0,10,6,2,15,11,"Dash Rendar, Lothal Rebel"
"2016-05-21","Regional","United States of America","Massachusetts",92,52,imperial,73,3,2,1,2,19,8,7,10,7,"Soontir Fel, The Inquisitor, Omicron Group Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,53,rebel,79,3,2,0,3,17,8,7,8,8,"Poe Dameron (Resistance), ""Red Ace"", Green Squadron Pilot"
"2016-05-21","Regional","United States of America","Massachusetts",92,54,imperial,91,6,3,0,6,22,12,18,18,2,"Academy Pilot, Academy Pilot, Academy Pilot, ""Omega Leader"", ""Zeta Leader"", ""Wampa"""
"2016-05-21","Regional","United States of America","Massachusetts",92,55,scum,78,3,1,2,1,13,7,5,14,12,"Zuckuss, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,56,imperial,80,4,3,0,4,21,9,10,15,3,"Soontir Fel, Academy Pilot, ""Wampa"", ""Redline"""
"2016-05-21","Regional","United States of America","Massachusetts",92,57,rebel,83,3,2,1,2,20,7,6,12,9,"Han Solo (Rebel Alliance), Tala Squadron Pilot, Jake Farrell"
"2016-05-21","Regional","United States of America","Massachusetts",92,58,scum,69,3,1,1,2,13,6,4,15,10,"Dengar, Syndicate Thug, Syndicate Thug"
"2016-05-21","Regional","United States of America","Massachusetts",92,59,rebel,73,2,2,2,0,11,6,2,15,11,"""Chopper"", Dash Rendar"
"2016-05-21","Regional","United States of America","Massachusetts",92,60,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-05-21","Regional","United States of America","Massachusetts",92,61,rebel,61,2,2,1,1,15,3,4,9,6,"Jan Ors, Dash Rendar"
"2016-05-21","Regional","United States of America","Massachusetts",92,62,scum,71,2,2,2,0,16,5,4,11,8,"Dengar, Kath Scarlet (Firespray-31)"
"2016-05-21","Regional","United States of America","Massachusetts",92,63,imperial,85,3,3,0,3,16,7,9,9,7,"Maarek Stele (TIE Advanced), Lieutenant Colzet, Colonel Vessery"
